cell_ID	tSNE1	tSNE2	cellType
Exp47_CD34_merged_all_BC3887_N01	22.90	2.50	CD34
Exp47_CD34_merged_all_BC3888_N01	14.67	22.17	CD34
Exp47_CD34_merged_all_BC3889_N01	0.28	-26.71	CD34
Exp47_CD34_merged_all_BC3891_N01	8.69	15.25	CD34
Exp47_CD34_merged_all_BC3892_N01	18.17	-4.79	CD34
Exp47_CD34_merged_all_BC3893_N01	16.41	24.92	CD34
Exp47_CD34_merged_all_BC3894_N01	26.52	-2.40	CD34
Exp47_CD34_merged_all_BC3895_N01	24.95	20.16	CD34
Exp47_CD34_merged_all_BC3896_N01	28.25	5.77	CD34
Exp47_CD34_merged_all_BC3897_N01	8.33	4.99	CD34
Exp47_CD34_merged_all_BC3898_N01	11.65	-6.42	CD34
Exp47_CD34_merged_all_BC3899_N01	15.39	6.19	CD34
Exp47_CD34_merged_all_BC3901_N01	20.61	9.12	CD34
Exp47_CD34_merged_all_BC3902_N01	10.59	16.85	CD34
Exp47_CD34_merged_all_BC3903_N01	23.46	-21.62	CD34
Exp47_CD34_merged_all_BC3904_N01	14.97	1.75	CD34
Exp47_CD34_merged_all_BC3905_N01	27.28	-8.29	CD34
Exp47_CD34_merged_all_BC3906_N01	13.89	18.45	CD34
Exp47_CD34_merged_all_BC3907_N01	28.01	3.98	CD34
Exp47_CD34_merged_all_BC3908_N01	16.65	-19.26	CD34
Exp47_CD34_merged_all_BC3909_N01	23.23	-0.93	CD34
Exp47_CD34_merged_all_BC3910_N01	18.58	-1.94	CD34
Exp47_CD34_merged_all_BC3911_N01	17.31	-2.01	CD34
Exp47_CD34_merged_all_BC3912_N01	22.91	9.66	CD34
Exp47_CD34_merged_all_BC3913_N01	22.10	8.20	CD34
Exp47_CD34_merged_all_BC3914_N01	23.40	-12.05	CD34
Exp47_CD34_merged_all_BC3915_N01	28.34	-21.82	CD34
Exp47_CD34_merged_all_BC3916_N01	2.70	1.40	CD34
Exp47_CD34_merged_all_BC3917_N01	8.74	4.93	CD34
Exp47_CD34_merged_all_BC3918_N01	13.34	-2.07	CD34
Exp47_CD34_merged_all_BC3919_N01	25.75	8.91	CD34
Exp47_CD34_merged_all_BC3920_N01	3.27	-25.23	CD34
Exp47_CD34_merged_all_BC3921_N01	12.17	9.82	CD34
Exp47_CD34_merged_all_BC3922_N01	12.52	-16.67	CD34
Exp47_CD34_merged_all_BC3923_N01	4.69	2.01	CD34
Exp47_CD34_merged_all_BC3924_N01	7.86	18.57	CD34
Exp47_CD34_merged_all_BC3925_N01	14.79	-6.88	CD34
Exp47_CD34_merged_all_BC3926_N01	14.34	0.40	CD34
Exp47_CD34_merged_all_BC3927_N01	25.82	-19.57	CD34
Exp47_CD34_merged_all_BC3928_N01	5.66	-5.45	CD34
Exp47_CD34_merged_all_BC3929_N01	25.00	-12.50	CD34
Exp47_CD34_merged_all_BC3930_N01	2.04	-24.79	CD34
Exp47_CD34_merged_all_BC3931_N01	20.88	-4.03	CD34
Exp47_CD34_merged_all_BC3932_N01	23.21	7.38	CD34
Exp47_CD34_merged_all_BC3933_N01	13.02	-1.19	CD34
Exp47_CD34_merged_all_BC3934_N01	24.79	20.24	CD34
Exp47_CD34_merged_all_BC3935_N01	11.82	-0.35	CD34
Exp47_CD34_merged_all_BC3936_N01	4.46	-15.96	CD34
Exp47_CD34_merged_all_BC3937_N01	30.76	1.82	CD34
Exp47_CD34_merged_all_BC3938_N01	16.35	-0.48	CD34
Exp47_CD34_merged_all_BC3939_N01	7.23	-2.70	CD34
Exp47_CD34_merged_all_BC3940_N01	7.59	-6.25	CD34
Exp47_CD34_merged_all_BC3941_N01	19.99	10.04	CD34
Exp47_CD34_merged_all_BC3942_N01	0.60	6.93	CD34
Exp47_CD34_merged_all_BC3943_N01	2.41	-11.07	CD34
Exp47_CD34_merged_all_BC3944_N01	2.96	5.72	CD34
Exp47_CD34_merged_all_BC3945_N01	13.31	14.37	CD34
Exp47_CD34_merged_all_BC3946_N01	29.98	-7.93	CD34
Exp47_CD34_merged_all_BC3947_N01	22.46	-18.11	CD34
Exp47_CD34_merged_all_BC3948_N01	0.11	-26.65	CD34
Exp47_CD34_merged_all_BC3949_N01	3.72	6.78	CD34
Exp47_CD34_merged_all_BC3950_N01	1.71	8.67	CD34
Exp47_CD34_merged_all_BC3951_N01	25.00	3.24	CD34
Exp47_CD34_merged_all_BC3952_N01	6.32	-25.32	CD34
Exp47_CD34_merged_all_BC3953_N01	15.46	18.63	CD34
Exp47_CD34_merged_all_BC3955_N01	21.13	9.20	CD34
Exp47_CD34_merged_all_BC3956_N01	19.80	7.01	CD34
Exp47_CD34_merged_all_BC3957_N01	11.92	-1.03	CD34
Exp47_CD34_merged_all_BC3958_N01	30.34	5.88	CD34
Exp47_CD34_merged_all_BC3959_N01	27.74	-9.52	CD34
Exp47_CD34_merged_all_BC3960_N01	20.25	6.79	CD34
Exp47_CD34_merged_all_BC3961_N01	4.93	-11.73	CD34
Exp47_CD34_merged_all_BC3962_N01	22.10	9.66	CD34
Exp47_CD34_merged_all_BC3963_N01	28.43	-10.56	CD34
Exp47_CD34_merged_all_BC3964_N01	26.43	5.59	CD34
Exp47_CD34_merged_all_BC3965_N01	9.18	-1.97	CD34
Exp47_CD34_merged_all_BC3966_N01	15.64	-0.39	CD34
Exp47_CD34_merged_all_BC3967_N02	4.16	8.82	CD34
Exp47_CD34_merged_all_BC3968_N01	6.50	5.11	CD34
Exp47_CD34_merged_all_BC3969_N01	9.82	-4.11	CD34
Exp47_CD34_merged_all_BC3970_N01	17.56	27.24	CD34
Exp47_CD34_merged_all_BC3971_N01	5.10	3.57	CD34
Exp47_CD34_merged_all_BC3972_N01	4.10	-0.83	CD34
Exp47_CD34_merged_all_BC3973_N01	27.63	8.14	CD34
Exp47_CD34_merged_all_BC3974_N01	12.23	2.71	CD34
Exp47_CD34_merged_all_BC3975_N01	27.96	5.93	CD34
Exp47_CD34_merged_all_BC3976_N01	22.63	-19.53	CD34
Exp47_CD34_merged_all_BC3977_N01	12.26	12.10	CD34
Exp47_CD34_merged_all_BC3978_N01	5.34	2.78	CD34
Exp47_CD34_merged_all_BC3979_N01	16.52	2.63	CD34
Exp47_CD34_merged_all_BC3980_N01	24.31	8.96	CD34
Exp47_CD34_merged_all_BC3981_N01	27.69	-10.43	CD34
Exp47_CD34_merged_all_BC3982_N01	26.92	8.47	CD34
Exp47_CD34_merged_all_BC3983_N01	14.27	18.29	CD34
Exp47_CD34_merged_all_BC3984_N01	13.48	16.06	CD34
Exp47_CD34_merged_all_BC3985_N01	7.61	-3.90	CD34
Exp47_CD34_merged_all_BC3986_N02	21.25	-16.72	CD34
Exp47_CD34_merged_all_BC3987_N01	21.90	-3.38	CD34
Exp47_CD34_merged_all_BC3988_N01	19.16	0.20	CD34
Exp47_CD34_merged_all_BC3989_N01	16.92	0.32	CD34
Exp47_CD34_merged_all_BC3990_N01	10.78	-12.68	CD34
Exp47_CD34_merged_all_BC3991_N01	27.53	1.60	CD34
Exp47_CD34_merged_all_BC3992_N01	1.77	-25.60	CD34
Exp47_CD34_merged_all_BC3994_N01	8.21	-0.04	CD34
Exp47_CD34_merged_all_BC3995_N01	22.72	10.13	CD34
Exp47_CD34_merged_all_BC3996_N01	19.73	17.90	CD34
Exp47_CD34_merged_all_BC3997_N01	2.80	-1.50	CD34
Exp47_CD34_merged_all_BC3998_N01	19.49	11.19	CD34
Exp47_CD34_merged_all_BC3999_N01	24.12	7.17	CD34
Exp47_CD34_merged_all_BC4000_N01	6.14	12.39	CD34
Exp47_CD34_merged_all_BC4001_N01	28.07	8.46	CD34
Exp47_CD34_merged_all_BC4002_N01	7.86	1.95	CD34
Exp47_CD34_merged_all_BC4003_N01	26.99	-0.52	CD34
Exp47_CD34_merged_all_BC4004_N01	31.06	2.24	CD34
Exp47_CD34_merged_all_BC4005_N01	9.90	2.25	CD34
Exp47_CD34_merged_all_BC4006_N01	4.00	-7.16	CD34
Exp47_CD34_merged_all_BC4007_N01	23.01	9.53	CD34
Exp47_CD34_merged_all_BC4008_N01	7.77	14.44	CD34
Exp47_CD34_merged_all_BC4009_N01	29.69	1.29	CD34
Exp47_CD34_merged_all_BC4010_N01	24.11	7.16	CD34
Exp47_CD34_merged_all_BC4011_N01	22.82	2.87	CD34
Exp47_CD34_merged_all_BC4012_N01	5.90	-4.91	CD34
Exp47_CD34_merged_all_BC4013_N01	20.68	1.44	CD34
Exp47_CD34_merged_all_BC4014_N01	4.79	11.41	CD34
Exp47_CD34_merged_all_BC4015_N01	1.33	-27.81	CD34
Exp47_CD34_merged_all_BC4016_N01	29.89	4.07	CD34
Exp47_CD34_merged_all_BC4017_N01	31.44	1.59	CD34
Exp47_CD34_merged_all_BC4018_N01	24.35	-0.27	CD34
Exp47_CD34_merged_all_BC4019_N01	6.97	2.52	CD34
Exp47_CD34_merged_all_BC4020_N01	17.19	0.05	CD34
Exp47_CD34_merged_all_BC4021_N01	18.12	20.02	CD34
Exp47_CD34_merged_all_BC4022_N01	31.08	-2.27	CD34
Exp47_CD34_merged_all_BC4024_N01	23.53	7.63	CD34
Exp47_CD34_merged_all_BC4025_N01	24.89	-1.29	CD34
Exp47_CD34_merged_all_BC4026_N01	1.99	7.75	CD34
Exp47_CD34_merged_all_BC4027_N01	26.07	9.75	CD34
Exp47_CD34_merged_all_BC4028_N01	7.90	-24.70	CD34
Exp47_CD34_merged_all_BC4029_N01	9.35	2.44	CD34
Exp47_CD34_merged_all_BC4030_N01	26.63	5.53	CD34
Exp47_CD34_merged_all_BC4031_N01	19.61	-0.69	CD34
Exp47_CD34_merged_all_BC4032_N01	30.84	2.93	CD34
Exp47_CD34_merged_all_BC4034_N01	2.77	4.52	CD34
Exp47_CD34_merged_all_BC4035_N01	27.71	-9.20	CD34
Exp47_CD34_merged_all_BC4036_N01	14.40	0.55	CD34
Exp47_CD34_merged_all_BC4037_N01	19.03	-19.84	CD34
Exp47_CD34_merged_all_BC4038_N01	2.93	4.39	CD34
Exp47_CD34_merged_all_BC4039_N01	19.43	17.89	CD34
Exp47_CD34_merged_all_BC4040_N01	15.66	-5.00	CD34
Exp47_CD34_merged_all_BC4041_N01	30.74	1.65	CD34
Exp47_CD34_merged_all_BC4042_N01	29.72	6.54	CD34
Exp47_CD34_merged_all_BC4043_N01	11.39	15.24	CD34
Exp47_CD34_merged_all_BC4044_N01	27.74	-0.88	CD34
Exp47_CD34_merged_all_BC4045_N01	12.03	6.58	CD34
Exp47_CD34_merged_all_BC4046_N01	4.92	-24.51	CD34
Exp47_CD34_merged_all_BC4047_N01	14.96	-11.00	CD34
Exp47_CD34_merged_all_BC4048_N01	27.30	7.53	CD34
Exp47_CD34_merged_all_BC4049_N01	1.29	-5.48	CD34
Exp47_CD34_merged_all_BC4050_N01	16.74	24.32	CD34
Exp47_CD34_merged_all_BC4051_N01	29.96	4.05	CD34
Exp47_CD34_merged_all_BC4052_N01	27.55	8.65	CD34
Exp47_CD34_merged_all_BC4053_N01	6.93	-2.45	CD34
Exp47_CD34_merged_all_BC4054_N01	4.00	8.47	CD34
Exp47_CD34_merged_all_BC4055_N01	2.78	6.73	CD34
Exp47_CD34_merged_all_BC4056_N01	12.80	2.20	CD34
Exp47_CD34_merged_all_BC4057_N01	27.03	-8.73	CD34
Exp47_CD34_merged_all_BC4058_N01	20.97	1.41	CD34
Exp47_CD34_merged_all_BC4059_N01	22.84	15.00	CD34
Exp47_CD34_merged_all_BC4060_N01	28.58	-21.92	CD34
Exp47_CD34_merged_all_BC4061_N01	27.74	-0.80	CD34
Exp47_CD34_merged_all_BC4062_N01	22.66	11.57	CD34
Exp47_CD34_merged_all_BC4063_N01	19.37	-5.41	CD34
Exp47_CD34_merged_all_BC4064_N01	21.14	-0.49	CD34
Exp47_CD34_merged_all_BC4065_N01	17.26	14.74	CD34
Exp47_CD34_merged_all_BC4066_N01	15.65	22.16	CD34
Exp47_CD34_merged_all_BC4067_N01	28.37	5.64	CD34
Exp47_CD34_merged_all_BC4068_N01	16.13	-19.18	CD34
Exp47_CD34_merged_all_BC4069_N01	22.29	7.09	CD34
Exp47_CD34_merged_all_BC4070_N01	28.95	-8.29	CD34
Exp47_CD34_merged_all_BC4071_N01	19.72	-0.14	CD34
Exp47_CD34_merged_all_BC4072_N01	28.33	-10.30	CD34
Exp47_CD34_merged_all_BC4073_N01	24.31	-0.59	CD34
Exp47_CD34_merged_all_BC4074_N01	13.76	1.60	CD34
Exp47_CD34_merged_all_BC4075_N01	2.02	2.09	CD34
Exp47_CD34_merged_all_BC4076_N01	0.67	-26.81	CD34
Exp47_CD34_merged_all_BC4077_N01	14.78	22.09	CD34
Exp47_CD34_merged_all_BC4078_N01	9.45	17.15	CD34
Exp47_CD34_merged_all_BC4079_N01	23.06	-0.24	CD34
Exp47_CD34_merged_all_BC4080_N01	30.95	-0.13	CD34
Exp47_CD34_merged_all_BC4081_N01	21.78	19.70	CD34
Exp47_CD34_merged_all_BC4082_N01	10.16	2.43	CD34
Exp47_CD34_merged_all_BC4083_N01	18.72	17.01	CD34
Exp47_CD34_merged_all_BC4084_N01	19.75	6.80	CD34
Exp47_CD34_merged_all_BC4085_N01	23.96	7.41	CD34
Exp47_CD34_merged_all_BC4086_N01	19.24	17.90	CD34
Exp47_CD34_merged_all_BC4087_N01	13.90	1.52	CD34
Exp47_CD34_merged_all_BC4088_N01	17.60	-5.79	CD34
Exp47_CD34_merged_all_BC4089_N01	14.04	2.04	CD34
Exp47_CD34_merged_all_BC4090_N01	2.30	-0.68	CD34
Exp47_CD34_merged_all_BC4091_N01	16.72	-6.16	CD34
Exp47_CD34_merged_all_BC4092_N01	6.59	-24.44	CD34
Exp47_CD34_merged_all_BC4093_N01	10.65	16.05	CD34
Exp47_CD34_merged_all_BC4094_N01	20.51	10.46	CD34
Exp47_CD34_merged_all_BC4095_N01	-0.41	-30.31	CD34
Exp47_CD34_merged_all_BC4096_N01	7.11	18.03	CD34
Exp47_CD34_merged_all_BC4097_N01	2.75	3.63	CD34
Exp47_CD34_merged_all_BC4098_N01	16.99	24.32	CD34
Exp47_CD34_merged_all_BC4099_N01	6.09	-25.00	CD34
Exp47_CD34_merged_all_BC4100_N01	19.87	23.88	CD34
Exp47_CD34_merged_all_BC4101_N01	24.16	9.40	CD34
Exp47_CD34_merged_all_BC4102_N01	22.93	-2.64	CD34
Exp47_CD34_merged_all_BC4103_N01	19.58	10.88	CD34
Exp47_CD34_merged_all_BC4104_N01	4.86	-4.01	CD34
Exp47_CD34_merged_all_BC4105_N01	27.93	-20.43	CD34
Exp47_CD34_merged_all_BC4106_N01	23.93	-21.57	CD34
Exp47_CD34_merged_all_BC4107_N01	1.92	-5.44	CD34
Exp47_CD34_merged_all_BC4108_N01	18.43	-6.04	CD34
Exp47_CD34_merged_all_BC4109_N01	20.55	1.41	CD34
Exp47_CD34_merged_all_BC4110_N01	8.87	-5.90	CD34
Exp47_CD34_merged_all_BC4111_N01	19.09	17.82	CD34
Exp47_CD34_merged_all_BC4112_N01	16.07	15.66	CD34
Exp47_CD34_merged_all_BC4113_N01	24.22	7.26	CD34
Exp47_CD34_merged_all_BC4114_N01	16.43	19.42	CD34
Exp47_CD34_merged_all_BC4115_N01	27.34	7.76	CD34
Exp47_CD34_merged_all_BC4116_N01	21.09	7.47	CD34
Exp47_CD34_merged_all_BC4117_N01	18.63	3.80	CD34
Exp47_CD34_merged_all_BC4118_N01	8.44	1.98	CD34
Exp47_CD34_merged_all_BC4119_N01	16.35	2.18	CD34
Exp47_CD34_merged_all_BC4120_N01	24.78	-0.33	CD34
Exp47_CD34_merged_all_BC4121_N01	8.54	-5.55	CD34
Exp47_CD34_merged_all_BC4122_N01	2.91	-8.22	CD34
Exp47_CD34_merged_all_BC4123_N01	26.25	4.65	CD34
Exp47_CD34_merged_all_BC4124_N01	14.44	0.63	CD34
Exp47_CD34_merged_all_BC4125_N01	19.96	0.02	CD34
Exp47_CD34_merged_all_BC4126_N01	11.26	-2.17	CD34
Exp47_CD34_merged_all_BC4127_N01	15.60	14.04	CD34
Exp47_CD34_merged_all_BC4129_N01	3.09	-25.00	CD34
Exp47_CD34_merged_all_BC4130_N01	7.83	10.67	CD34
Exp47_CD34_merged_all_BC4131_N01	11.23	-6.74	CD34
Exp47_CD34_merged_all_BC4132_N02	-0.77	3.29	CD34
Exp47_CD34_merged_all_BC4133_N01	10.12	-6.34	CD34
Exp47_CD34_merged_all_BC4134_N01	24.48	0.43	CD34
Exp47_CD34_merged_all_BC4135_N01	13.70	7.55	CD34
Exp47_CD34_merged_all_BC4136_N01	2.55	9.19	CD34
Exp47_CD34_merged_all_BC4137_N01	14.35	-7.46	CD34
Exp47_CD34_merged_all_BC4138_N01	29.65	-8.34	CD34
Exp47_CD34_merged_all_BC4139_N01	4.64	-4.09	CD34
Exp47_CD34_merged_all_BC4140_N01	1.32	-27.60	CD34
Exp47_CD34_merged_all_BC4141_N01	10.11	-25.67	CD34
Exp47_CD34_merged_all_BC4142_N01	24.22	16.74	CD34
Exp47_CD34_merged_all_BC4143_N01	20.73	8.49	CD34
Exp47_CD34_merged_all_BC4144_N01	24.64	9.18	CD34
Exp47_CD34_merged_all_BC4145_N01	2.55	-4.01	CD34
Exp47_CD34_merged_all_BC4146_N01	26.57	8.37	CD34
Exp47_CD34_merged_all_BC4147_N01	18.83	-3.50	CD34
Exp47_CD34_merged_all_BC4148_N01	10.16	16.14	CD34
Exp47_CD34_merged_all_BC4149_N01	3.47	3.22	CD34
Exp47_CD34_merged_all_BC4150_N01	3.37	-15.00	CD34
Exp47_CD34_merged_all_BC4151_N01	21.64	8.79	CD34
Exp47_CD34_merged_all_BC4152_N01	2.84	4.83	CD34
Exp47_CD34_merged_all_BC4153_N01	22.79	9.63	CD34
Exp47_CD34_merged_all_BC4154_N01	18.14	20.57	CD34
Exp47_CD34_merged_all_BC4155_N01	10.69	4.72	CD34
Exp47_CD34_merged_all_BC4156_N01	3.14	0.40	CD34
Exp47_CD34_merged_all_BC4157_N01	15.47	-19.60	CD34
Exp47_CD34_merged_all_BC4158_N01	24.46	9.35	CD34
Exp47_CD34_merged_all_BC4159_N01	29.57	-7.60	CD34
Exp47_CD34_merged_all_BC4160_N01	5.04	3.07	CD34
Exp47_CD34_merged_all_BC4161_N01	18.27	-7.17	CD34
Exp47_CD34_merged_all_BC4162_N01	24.88	-1.77	CD34
Exp47_CD34_merged_all_BC4163_N01	9.12	11.00	CD34
Exp47_CD34_merged_all_BC4164_N01	22.70	9.79	CD34
Exp47_CD34_merged_all_BC4165_N01	21.94	9.00	CD34
Exp47_CD34_merged_all_BC4166_N01	27.90	-19.96	CD34
Exp47_CD34_merged_all_BC4167_N01	17.15	23.11	CD34
Exp47_CD34_merged_all_BC4168_N01	-1.26	-0.49	CD34
Exp47_CD34_merged_all_BC4170_N01	0.02	-26.87	CD34
Exp47_CD34_merged_all_BC4171_N01	16.43	-0.47	CD34
Exp47_CD34_merged_all_BC4172_N01	4.34	-25.32	CD34
Exp47_CD34_merged_all_BC4173_N01	3.79	4.34	CD34
Exp47_CD34_merged_all_BC4174_N01	13.30	-2.38	CD34
Exp47_CD34_merged_all_BC4175_N01	18.52	2.93	CD34
Exp47_CD34_merged_all_BC4176_N01	9.68	19.20	CD34
Exp47_CD34_merged_all_BC4177_N01	14.89	24.19	CD34
Exp47_CD34_merged_all_BC4178_N01	10.01	-26.03	CD34
Exp47_CD34_merged_all_BC4179_N01	13.69	-8.87	CD34
Exp47_CD34_merged_all_BC4180_N01	9.59	2.05	CD34
Exp47_CD34_merged_all_BC4181_N01	3.50	-2.07	CD34
Exp47_CD34_merged_all_BC4183_N01	5.24	3.20	CD34
Exp47_CD34_merged_all_BC4184_N01	8.97	5.36	CD34
Exp47_CD34_merged_all_BC4185_N01	24.96	7.23	CD34
Exp47_CD34_merged_all_BC4186_N01	29.16	0.10	CD34
Exp47_CD34_merged_all_BC4187_N01	19.16	10.29	CD34
Exp47_CD34_merged_all_BC4188_N01	25.61	9.52	CD34
Exp47_CD34_merged_all_BC4189_N01	12.59	-1.75	CD34
Exp47_CD34_merged_all_BC4190_N01	28.06	0.41	CD34
Exp47_CD34_merged_all_BC4191_N01	30.96	1.73	CD34
Exp47_CD34_merged_all_BC4192_N01	17.70	18.30	CD34
Exp47_CD34_merged_all_BC4193_N01	30.83	4.96	CD34
Exp47_CD34_merged_all_BC4194_N01	8.78	2.53	CD34
Exp47_CD34_merged_all_BC4195_N01	14.78	4.15	CD34
Exp47_CD34_merged_all_BC4196_N01	10.45	18.46	CD34
Exp47_CD34_merged_all_BC4197_N01	17.85	21.72	CD34
Exp47_CD34_merged_all_BC4198_N01	3.03	-1.83	CD34
Exp47_CD34_merged_all_BC4199_N01	13.41	10.83	CD34
Exp47_CD34_merged_all_BC4200_N01	19.25	7.26	CD34
Exp47_CD34_merged_all_BC4201_N01	21.45	3.71	CD34
Exp47_CD34_merged_all_BC4203_N01	30.93	5.68	CD34
Exp47_CD34_merged_all_BC4204_N01	1.68	8.01	CD34
Exp47_CD34_merged_all_BC4205_N01	19.53	-1.87	CD34
Exp47_CD34_merged_all_BC4206_N01	11.19	1.90	CD34
Exp47_CD34_merged_all_BC4207_N01	18.29	18.55	CD34
Exp47_CD34_merged_all_BC4208_N01	6.73	-1.96	CD34
Exp47_CD34_merged_all_BC4209_N01	19.94	6.75	CD34
Exp47_CD34_merged_all_BC4210_N01	12.27	17.43	CD34
Exp47_CD34_merged_all_BC4211_N01	10.61	16.87	CD34
Exp47_CD34_merged_all_BC4212_N01	19.02	10.40	CD34
Exp47_CD34_merged_all_BC4213_N01	20.43	15.37	CD34
Exp47_CD34_merged_all_BC4214_N01	0.61	-26.79	CD34
Exp47_CD34_merged_all_BC4215_N01	3.70	7.39	CD34
Exp47_CD34_merged_all_BC4216_N01	22.20	9.42	CD34
Exp47_CD34_merged_all_BC4217_N01	24.96	7.40	CD34
Exp47_CD34_merged_all_BC4218_N01	8.12	3.63	CD34
Exp47_CD34_merged_all_BC4219_N01	7.78	4.58	CD34
Exp47_CD34_merged_all_BC4220_N01	21.77	9.35	CD34
Exp47_CD34_merged_all_BC4221_N01	21.99	11.05	CD34
Exp47_CD34_merged_all_BC4222_N01	13.42	19.70	CD34
Exp47_CD34_merged_all_BC4223_N01	24.01	1.99	CD34
Exp47_CD34_merged_all_BC4224_N01	28.25	-22.19	CD34
Exp47_CD34_merged_all_BC4225_N01	6.72	5.06	CD34
Exp47_CD34_merged_all_BC4226_N01	22.00	9.54	CD34
Exp47_CD34_merged_all_BC4227_N01	27.27	-0.45	CD34
Exp47_CD34_merged_all_BC4228_N01	19.68	0.53	CD34
Exp47_CD34_merged_all_BC4229_N01	1.38	9.24	CD34
Exp47_CD34_merged_all_BC4230_N01	22.57	-5.11	CD34
Exp47_CD34_merged_all_BC4231_N01	2.86	1.18	CD34
Exp47_CD34_merged_all_BC4232_N01	13.36	16.26	CD34
Exp47_CD34_merged_all_BC4233_N01	5.90	11.96	CD34
Exp47_CD34_merged_all_BC4234_N01	31.02	1.84	CD34
Exp47_CD34_merged_all_BC4235_N01	3.51	-0.78	CD34
Exp47_CD34_merged_all_BC4236_N01	12.13	-16.00	CD34
Exp47_CD34_merged_all_BC4237_N01	21.10	10.86	CD34
Exp47_CD34_merged_all_BC4238_N01	16.27	13.03	CD34
Exp47_CD34_merged_all_BC4239_N01	1.39	-29.41	CD34
Exp47_CD34_merged_all_BC4240_N01	19.77	10.00	CD34
Exp47_CD34_merged_all_BC4241_N01	6.75	12.66	CD34
Exp47_CD34_merged_all_BC4242_N01	19.25	2.24	CD34
Exp47_CD34_merged_all_BC4243_N01	4.72	-5.74	CD34
Exp47_CD34_merged_all_BC4244_N01	32.72	-0.92	CD34
Exp47_CD34_merged_all_BC4245_N01	3.08	-27.04	CD34
Exp47_CD34_merged_all_BC4246_N01	16.71	15.56	CD34
Exp47_CD34_merged_all_BC4247_N01	-0.12	-26.79	CD34
Exp47_CD34_merged_all_BC4248_N01	9.52	-0.84	CD34
Exp47_CD34_merged_all_BC4249_N01	13.15	-0.78	CD34
Exp47_CD34_merged_all_BC4250_N01	15.64	21.38	CD34
Exp47_CD34_merged_all_BC4251_N01	14.16	7.54	CD34
Exp47_CD34_merged_all_BC4252_N01	20.06	9.41	CD34
Exp47_CD34_merged_all_BC4253_N01	20.61	9.29	CD34
Exp47_CD34_merged_all_BC4254_N01	16.94	22.00	CD34
Exp47_CD34_merged_all_BC4255_N01	19.56	10.12	CD34
Exp47_CD34_merged_all_BC4256_N01	17.44	21.74	CD34
Exp47_CD34_merged_all_BC4257_N01	21.90	7.76	CD34
Exp47_CD34_merged_all_BC4258_N01	7.89	17.41	CD34
Exp47_CD34_merged_all_BC4259_N01	15.38	22.79	CD34
Exp47_CD34_merged_all_BC4260_N01	18.19	-12.26	CD34
Exp47_CD34_merged_all_BC4261_N01	21.30	6.07	CD34
Exp47_CD34_merged_all_BC4262_N01	11.10	-5.98	CD34
Exp47_CD34_merged_all_BC4263_N01	8.09	-13.78	CD34
Exp47_CD34_merged_all_BC4264_N01	1.27	-1.33	CD34
Exp47_CD34_merged_all_BC4265_N01	27.20	2.62	CD34
Exp47_CD34_merged_all_BC4266_N01	16.89	21.43	CD34
Exp47_CD34_merged_all_BC4267_N01	19.23	0.67	CD34
Exp47_CD34_merged_all_BC4268_N01	17.14	8.84	CD34
Exp47_CD34_merged_all_BC4269_N01	23.76	-1.22	CD34
Exp47_CD34_merged_all_BC4270_N01	21.58	10.01	CD34
Exp47_CD34_merged_all_BC4271_N01	5.06	3.01	CD34
Exp47_CD34_merged_all_BC4272_N01	18.05	20.40	CD34
Exp47_CD34_merged_all_BC4273_N01	19.59	17.49	CD34
Exp47_CD34_merged_all_BC4274_N01	31.69	1.89	CD34
Exp47_CD34_merged_all_BC4275_N01	26.91	-0.58	CD34
Exp47_CD34_merged_all_BC4276_N01	23.70	-21.53	CD34
Exp47_CD34_merged_all_BC4277_N01	8.90	14.12	CD34
Exp47_CD34_merged_all_BC4278_N01	6.91	-1.64	CD34
Exp47_CD34_merged_all_BC4279_N01	22.40	7.53	CD34
Exp47_CD34_merged_all_BC4280_N01	16.79	26.94	CD34
Exp47_CD34_merged_all_BC4281_N01	6.10	-24.89	CD34
Exp47_CD34_merged_all_BC4282_N01	15.86	12.92	CD34
Exp47_CD34_merged_all_BC4283_N01	13.85	4.46	CD34
Exp47_CD34_merged_all_BC4284_N01	27.04	7.77	CD34
Exp47_CD34_merged_all_BC4285_N01	27.12	-8.33	CD34
Exp47_CD34_merged_all_BC4286_N01	11.43	-16.54	CD34
Exp47_CD34_merged_all_BC4287_N01	28.02	-17.52	CD34
Exp47_CD34_merged_all_BC4288_N01	1.71	-26.67	CD34
Exp47_CD34_merged_all_BC4289_N01	7.50	-2.23	CD34
Exp47_CD34_merged_all_BC4290_N01	18.73	15.70	CD34
Exp47_CD34_merged_all_BC4291_N01	17.12	16.10	CD34
Exp47_CD34_merged_all_BC4292_N01	6.17	12.52	CD34
Exp47_CD34_merged_all_BC4294_N01	19.48	-0.52	CD34
Exp47_CD34_merged_all_BC4295_N01	19.67	7.06	CD34
Exp47_CD34_merged_all_BC4296_N01	19.81	-5.84	CD34
Exp47_CD34_merged_all_BC4297_N01	26.00	-18.49	CD34
Exp47_CD34_merged_all_BC4298_N01	13.89	-0.35	CD34
Exp47_CD34_merged_all_BC4299_N01	6.99	-27.03	CD34
Exp47_CD34_merged_all_BC4300_N01	4.85	6.98	CD34
Exp47_CD34_merged_all_BC4301_N02	25.83	-1.19	CD34
Exp47_CD34_merged_all_BC4302_N01	21.39	0.44	CD34
Exp47_CD34_merged_all_BC4303_N01	14.37	-4.91	CD34
